Accuracy,F1,False Negative Scores,True Negative Scores,True Negative Rates,True Positive Scores,Positive Predictive Values,False Positive Scores,False Positive Rates,Negative Predictive Values,True Positive Rates,Matthews Correlation Coefficient,Threshold,Fraction Predicted As Positive,Fraction Predicted As Negative,Lift For Positive Class,Lift For Negative Class
0.9575365647286354,0.0,42156.0,950604.0,1.0,0.0,0.0,0.0,0.0,0.9575365647286354,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.9580130142229744,0.022191465903492927,41683.0,950604.0,1.0,473.0,1.0,0.0,0.0,0.95799300000907,0.011220229623303919,0.10367690889305851,0.36816340579048423,0.0004764494943390145,0.999523550505661,23.54967264446342,1.0004766766066673
0.9581882831701519,0.030231525827628905,41509.0,950604.0,1.0,647.0,1.0,0.0,0.0,0.9581610159326609,0.015347755954075339,0.12126673673041331,0.33988418435533435,0.00065171844151658,0.9993482815584834,23.54967264446342,1.000652143455433
0.9584743543253152,0.044190953142751156,41203.0,950582.0,0.9999768568194537,953.0,0.9774358974358974,22.0,2.3143180546263217e-05,0.9584557136879465,0.022606509156466458,0.1453808198071649,0.2969696233430976,0.0009821104798742898,0.9990178895201257,23.018295415562708,1.000959910037035
0.9588631693460655,0.06489135163602226,40739.0,950504.0,0.9998948037247897,1417.0,0.9340804218852999,100.0,0.00010519627521028735,0.9589010969056023,0.03361324603852358,0.17297996753776038,0.2579568294529297,0.0015280631774044079,0.9984719368225956,21.9972881590011,1.0014250444601598
0.959382932430799,0.09024659883130655,40156.0,950437.0,0.9998243222203989,2000.0,0.9229349330872173,167.0,0.00017567777960117987,0.9594626652924056,0.047442831388177245,0.2042264009046045,0.2250515948923871,0.002182803497320601,0.9978171965026794,21.73481554634372,1.0020115164628896
0.9595843909907732,0.09927040071837467,39945.0,950426.0,0.9998127506301256,2211.0,0.9254918375889494,178.0,0.0001872493698743115,0.9596666299800781,0.052448050099629946,0.2150792651277217,0.21663050639624448,0.0024064224988919777,0.997593577501108,21.795029810342665,1.002224526279105
0.960617873403441,0.15907771062310455,38458.0,949965.0,0.9993277958014063,3698.0,0.8526631311966797,639.0,0.0006722041985937362,0.9610915569548665,0.08772179523673973,0.26615223615248124,0.17357340315108843,0.004368628873040815,0.9956313711269592,20.079937615684976,1.003712643837511
0.9607216245618276,0.16754194953247087,38232.0,949842.0,0.9991984043828976,3924.0,0.8373879641485276,762.0,0.0008015956171023896,0.9613065418177181,0.09308283518360376,0.27148576214144193,0.16880672609890493,0.004720174060195818,0.9952798259398041,19.720212432111495,1.0039371625355646
0.9613078689713526,0.23028214171208722,36410.0,948602.0,0.9978939705702901,5746.0,0.7416107382550335,2002.0,0.0021060294297099527,0.9630359833179697,0.13630325457823322,0.3075087555584412,0.14008337579929864,0.007804504613401023,0.992195495386599,17.46469011552489,1.005743298785559
0.9613421169265483,0.25439073671122164,35609.0,947835.0,0.9970871151394272,6547.0,0.702769428939459,2769.0,0.002912884860572857,0.9637915326139567,0.1553041085491982,0.3187131007570787,0.13124529476994923,0.009383939723598855,0.9906160602764011,16.54998999606076,1.0065323540799656
0.9610026592529917,0.2773142185137481,34728.0,946617.0,0.9958058245073659,7428.0,0.6507227332457293,3987.0,0.004194175492634157,0.9646118337587698,0.1762026757756903,0.3253348675484502,0.12265745645123424,0.011498247310528224,0.9885017526894718,15.32430735024742,1.0073890327437676
0.9597113098835569,0.30990872858399904,33175.0,943782.0,0.9928235101051542,8981.0,0.568309814592166,6822.0,0.007176489894845804,0.9660425177361951,0.21304203434860994,0.3316696154683404,0.11061125669495142,0.015918248116362464,0.9840817518836376,13.383510094281213,1.0088831626079684
0.9576453523510214,0.3311913472244314,31745.0,940301.0,0.9891616277650841,10411.0,0.5026069325094139,10303.0,0.010838372234915907,0.9673420805188232,0.24696365879115664,0.3331168644306604,0.10215485913200308,0.02086506305652927,0.9791349369434708,11.836228729434618,1.0102403565058289
0.954719166767396,0.3427251326890179,30436.0,936087.0,0.9847286567277226,11720.0,0.44669741205168273,14517.0,0.015271343272277416,0.9685098026637752,0.2780149919347187,0.33029238342006784,0.0956306580877196,0.026428341190217173,0.9735716588097828,10.519577824946118,1.0114598630896667
0.9510113219710705,0.3468790287924366,29241.0,931211.0,0.9795992863484689,12915.0,0.399746192893401,19393.0,0.020400713651531028,0.9695549595398834,0.3063620836891546,0.3249705579068591,0.09045141357420029,0.03254361577823442,0.9674563842217656,9.413891983510124,1.0125513690588452
0.9489433498529353,0.34517150054906015,28797.0,928714.0,0.9769725353564681,13359.0,0.37898947487872,21890.0,0.023027464643531902,0.9699251496849645,0.3168943922573299,0.32021003844359996,0.08842823294100943,0.035506063902655226,0.9644939360973448,8.925078069090947,1.012937975856661
0.9462558926628792,0.3432503292672419,28213.0,925462.0,0.9735515524866295,13943.0,0.35673532045541767,25142.0,0.026448447513370447,0.9704165465174195,0.3307476990226777,0.315518728841422,0.08595599397508018,0.039370039082960634,0.9606299609170393,8.401000017442843,1.0134511644392759
0.9409857367339538,0.33731859878519155,27245.0,919262.0,0.9670293834235918,14911.0,0.32237908892396167,31342.0,0.03297061657640826,0.9712152155240268,0.3537100294145555,0.30686685194278,0.08223886532189856,0.04659031387243644,0.9534096861275636,7.591922011579662,1.0142852516543512
0.9354103710866675,0.33070997641066324,26314.0,912796.0,0.9602273922684945,15842.0,0.2952842497670084,37808.0,0.03977260773150544,0.9719798532653257,0.37579466742575196,0.2996775506828301,0.07916833528972145,0.05404125871308272,0.9459587412869173,6.953847419079022,1.0150837984351893
